CAS #,substance name,plant name,temperature,compartment,"half life
[day]",target class,chemical class,plant class,compartment class,cold storage
11141-17-6,azadirachtin,peach,23.5,fruit,2,insecticide,botanical insecticide,fruits,crop (interior),
11141-17-6,azadirachtin,peach,23.5,fruit,2.22,insecticide,botanical insecticide,fruits,crop (interior),
11141-17-6,azadirachtin,peach,23.5,fruit,2.38,insecticide,botanical insecticide,fruits,crop (interior),
11141-17-6,azadirachtin,peach,23.5,fruit,2.8,insecticide,botanical insecticide,fruits,crop (interior),
11141-17-6,azadirachtin,peach,23.5,fruit,3.06,insecticide,botanical insecticide,fruits,crop (interior),
11141-17-6,azadirachtin,peach,23.5,fruit surface,3.2,insecticide,botanical insecticide,fruits,crop surface,
11141-17-6,azadirachtin,peach,23.5,leaf,3.48,insecticide,botanical insecticide,fruits,crop surface,
11141-17-6,azadirachtin,peach,23.5,fruit,3.73,insecticide,botanical insecticide,fruits,crop (interior),
11141-17-6,azadirachtin,peach,23.5,leaf,3.74,insecticide,botanical insecticide,fruits,crop surface,
11141-17-6,azadirachtin,peach,23.5,leaf,3.74,insecticide,botanical insecticide,fruits,crop surface,
11141-17-6,azadirachtin,peach,23.5,leaf,3.83,insecticide,botanical insecticide,fruits,crop surface,
11141-17-6,azadirachtin,peach,23.5,fruit,3.88,insecticide,botanical insecticide,fruits,crop (interior),
11141-17-6,azadirachtin,peach,23.5,waxes,4.52,insecticide,botanical insecticide,fruits,crop surface,
11141-17-6,azadirachtin,peach,23.5,fruit,4.57,insecticide,botanical insecticide,fruits,crop (interior),
11141-17-6,azadirachtin,peach,23.5,waxes,4.8,insecticide,botanical insecticide,fruits,crop surface,
11141-17-6,azadirachtin,peach,23.5,waxes,5.26,insecticide,botanical insecticide,fruits,crop surface,
11141-17-6,azadirachtin,peach,23.5,waxes,7.44,insecticide,botanical insecticide,fruits,crop surface,
11141-17-6,azadirachtin,peach,23.5,waxes,7.52,insecticide,botanical insecticide,fruits,crop surface,
11141-17-6,azadirachtin,peach,23.5,waxes,12.47,insecticide,botanical insecticide,fruits,crop surface,
11141-17-6,azadirachtin,peach,23.5,waxes,19.26,insecticide,botanical insecticide,fruits,crop surface,
11141-17-6,azadirachtin,peach,23.5,waxes,21.18,insecticide,botanical insecticide,fruits,crop surface,
11141-17-6,azadirachtin,red maple,20,leaf,5.62,insecticide,botanical insecticide,forest trees,crop surface,
11141-17-6,azadirachtin,red maple,20,leaf,6.71,insecticide,botanical insecticide,forest trees,crop surface,
11141-17-6,azadirachtin,red maple,20,leaf,6.85,insecticide,botanical insecticide,forest trees,crop surface,
11141-17-6,azadirachtin,red maple,20,leaf,6.92,insecticide,botanical insecticide,forest trees,crop surface,
11141-17-6,azadirachtin,red maple,20,leaf,7.02,insecticide,botanical insecticide,forest trees,crop surface,
11141-17-6,azadirachtin,red oak,20,leaf,0.79,insecticide,botanical insecticide,forest trees,crop surface,
11141-17-6,azadirachtin,red oak,20,leaf,0.83,insecticide,botanical insecticide,forest trees,crop surface,
11141-17-6,azadirachtin,red oak,20,leaf,0.83,insecticide,botanical insecticide,forest trees,crop surface,
11141-17-6,azadirachtin,strawberry,16.8,fruit,0.73,insecticide,botanical insecticide,fruits,crop (interior),
11141-17-6,azadirachtin,strawberry,16.8,fruit,2.05,insecticide,botanical insecticide,fruits,crop (interior),
11141-17-6,azadirachtin,white ash,20,leaf,5.1,insecticide,botanical insecticide,forest trees,crop surface,
11141-17-6,azadirachtin,white spruce,16.6,leaf,0.81,insecticide,botanical insecticide,forest trees,crop surface,
11141-17-6,azadirachtin,white spruce,16.6,leaf,0.93,insecticide,botanical insecticide,forest trees,crop surface,
11141-17-6,azadirachtin,white spruce,16.6,leaf,0.95,insecticide,botanical insecticide,forest trees,crop surface,
11141-17-6,azadirachtin,white spruce,16.6,leaf,1,insecticide,botanical insecticide,forest trees,crop surface,
11141-17-6,azadirachtin,white spruce,16.6,leaf,1.08,insecticide,botanical insecticide,forest trees,crop surface,
11141-17-6,azadirachtin,white spruce,16.6,leaf,1.09,insecticide,botanical insecticide,forest trees,crop surface,
11141-17-6,azadirachtin,white spruce,16.6,leaf,1.27,insecticide,botanical insecticide,forest trees,crop surface,
11141-17-6,azadirachtin,white spruce,16.6,leaf,1.31,insecticide,botanical insecticide,forest trees,crop surface,
11141-17-6,azadirachtin,white spruce,16.6,leaf,1.31,insecticide,botanical insecticide,forest trees,crop surface,
11141-17-6,azadirachtin,white spruce,16.6,leaf,1.33,insecticide,botanical insecticide,forest trees,crop surface,
11141-17-6,azadirachtin,white spruce,16.6,leaf,1.47,insecticide,botanical insecticide,forest trees,crop surface,
11141-17-6,azadirachtin,white spruce,16.6,leaf,1.62,insecticide,botanical insecticide,forest trees,crop surface,
120162-55-2,azimsulfuron,rice,20.8,total,2.4,herbicide,sulfonylurea,cereals,n/a,
120162-55-2,azimsulfuron,rice,20.8,total,3,herbicide,sulfonylurea,cereals,n/a,
120162-55-2,azimsulfuron,rice,20.8,total,4.2,herbicide,sulfonylurea,cereals,n/a,
86-50-0,azinphos-methyl,alfalfa,19.7,stem,1.65,insecticide,organophosphate,weeds,crop (interior),
86-50-0,azinphos-methyl,alfalfa,19.7,stem,2.39,insecticide,organophosphate,weeds,crop (interior),
86-50-0,azinphos-methyl,alfalfa,19.7,leaf,2.5,insecticide,organophosphate,weeds,crop surface,
86-50-0,azinphos-methyl,alfalfa,19.7,stem,2.5,insecticide,organophosphate,weeds,crop (interior),
86-50-0,azinphos-methyl,alfalfa,19.7,leaf,3.1,insecticide,organophosphate,weeds,crop surface,
86-50-0,azinphos-methyl,alfalfa,19.7,leaf,3.5,insecticide,organophosphate,weeds,crop surface,
86-50-0,azinphos-methyl,alfalfa,19.7,leaf,3.5,insecticide,organophosphate,weeds,crop surface,
86-50-0,azinphos-methyl,alfalfa,19.7,leaf,4.1,insecticide,organophosphate,weeds,crop surface,
86-50-0,azinphos-methyl,alfalfa,19.7,leaf,4.1,insecticide,organophosphate,weeds,crop surface,
86-50-0,azinphos-methyl,alfalfa,19.7,stem,4.19,insecticide,organophosphate,weeds,crop (interior),
86-50-0,azinphos-methyl,alfalfa,19.7,stem,4.38,insecticide,organophosphate,weeds,crop (interior),
86-50-0,azinphos-methyl,alfalfa,19.7,leaf,4.4,insecticide,organophosphate,weeds,crop surface,
86-50-0,azinphos-methyl,alfalfa,19.7,leaf,4.5,insecticide,organophosphate,weeds,crop surface,
86-50-0,azinphos-methyl,alfalfa,19.7,stem,5.1,insecticide,organophosphate,weeds,crop (interior),
86-50-0,azinphos-methyl,apple,21.4,leaf,2.8,insecticide,organophosphate,fruits,crop surface,
86-50-0,azinphos-methyl,apple,21.4,leaf,5.2,insecticide,organophosphate,fruits,crop surface,
86-50-0,azinphos-methyl,apple,21.4,leaf,5.6,insecticide,organophosphate,fruits,crop surface,
86-50-0,azinphos-methyl,apple,21.4,leaf,6,insecticide,organophosphate,fruits,crop surface,
86-50-0,azinphos-methyl,apple,21.4,leaf,8.6,insecticide,organophosphate,fruits,crop surface,
86-50-0,azinphos-methyl,apple,21.4,fruit,10,insecticide,organophosphate,fruits,crop (interior),
86-50-0,azinphos-methyl,apple,21.4,leaf,17,insecticide,organophosphate,fruits,crop surface,
86-50-0,azinphos-methyl,apple,21.4,fruit,122,insecticide,organophosphate,fruits,crop (interior),x
86-50-0,azinphos-methyl,cotton,29.6,leaf,1.3,insecticide,organophosphate,other,crop surface,
86-50-0,azinphos-methyl,cotton,29.6,leaf,1.4,insecticide,organophosphate,other,crop surface,
86-50-0,azinphos-methyl,cotton,29.6,leaf,1.6,insecticide,organophosphate,other,crop surface,
86-50-0,azinphos-methyl,cotton,29.6,leaf,1.6,insecticide,organophosphate,other,crop surface,
86-50-0,azinphos-methyl,cotton,29.6,leaf,2,insecticide,organophosphate,other,crop surface,
86-50-0,azinphos-methyl,grape,23,leaf,16,insecticide,organophosphate,fruits,crop surface,
86-50-0,azinphos-methyl,lemon,27.2,fruit,5,insecticide,organophosphate,fruits,crop (interior),
86-50-0,azinphos-methyl,lemon,27.2,fruit,46,insecticide,organophosphate,fruits,crop (interior),x
86-50-0,azinphos-methyl,olive,15.5,fruit,9.3,insecticide,organophosphate,fruits,crop (interior),
86-50-0,azinphos-methyl,orange,21.6,leaf,3.98,insecticide,organophosphate,fruits,crop surface,
86-50-0,azinphos-methyl,orange,21.6,leaf,4.13,insecticide,organophosphate,fruits,crop surface,
86-50-0,azinphos-methyl,orange,21.6,leaf,4.18,insecticide,organophosphate,fruits,crop surface,
86-50-0,azinphos-methyl,orange,21.6,leaf,4.88,insecticide,organophosphate,fruits,crop surface,
86-50-0,azinphos-methyl,peach,23.5,fruit,12,insecticide,organophosphate,fruits,crop (interior),
86-50-0,azinphos-methyl,pear,22.4,fruit,2.17,insecticide,organophosphate,fruits,crop (interior),
86-50-0,azinphos-methyl,pear,22.4,leaf,2.8,insecticide,organophosphate,fruits,crop surface,
86-50-0,azinphos-methyl,pear,22.4,leaf,3,insecticide,organophosphate,fruits,crop surface,
86-50-0,azinphos-methyl,pear,22.4,leaf,3.5,insecticide,organophosphate,fruits,crop surface,
86-50-0,azinphos-methyl,pear,22.4,leaf,3.6,insecticide,organophosphate,fruits,crop surface,
86-50-0,azinphos-methyl,pear,22.4,leaf,3.6,insecticide,organophosphate,fruits,crop surface,
86-50-0,azinphos-methyl,pear,22.4,leaf,3.7,insecticide,organophosphate,fruits,crop surface,
86-50-0,azinphos-methyl,pear,22.4,leaf,3.9,insecticide,organophosphate,fruits,crop surface,
86-50-0,azinphos-methyl,pear,22.4,leaf,4,insecticide,organophosphate,fruits,crop surface,
86-50-0,azinphos-methyl,pear,22.4,leaf,4.4,insecticide,organophosphate,fruits,crop surface,
86-50-0,azinphos-methyl,pear,22.4,leaf,5.4,insecticide,organophosphate,fruits,crop surface,
86-50-0,azinphos-methyl,pear,22.4,leaf,5.8,insecticide,organophosphate,fruits,crop surface,
86-50-0,azinphos-methyl,pear,22.4,leaf,7.8,insecticide,organophosphate,fruits,crop surface,
86-50-0,azinphos-methyl,pear,22.4,leaf,10,insecticide,organophosphate,fruits,crop surface,
86-50-0,azinphos-methyl,pear,22.4,leaf,10.6,insecticide,organophosphate,fruits,crop surface,
86-50-0,azinphos-methyl,pear,22.4,leaf,11,insecticide,organophosphate,fruits,crop surface,
86-50-0,azinphos-methyl,pear,22.4,leaf,14.2,insecticide,organophosphate,fruits,crop surface,
86-50-0,azinphos-methyl,pear,22.4,leaf,16.7,insecticide,organophosphate,fruits,crop surface,
86-50-0,azinphos-methyl,pear,22.4,leaf,17,insecticide,organophosphate,fruits,crop surface,
86-50-0,azinphos-methyl,pear,22.4,leaf,22.9,insecticide,organophosphate,fruits,crop surface,
86-50-0,azinphos-methyl,pear,22.4,leaf,24,insecticide,organophosphate,fruits,crop surface,
86-50-0,azinphos-methyl,pear,22.4,leaf,26.6,insecticide,organophosphate,fruits,crop surface,
86-50-0,azinphos-methyl,sorghum,24.3,leaf,4,insecticide,organophosphate,weeds,crop surface,
131860-33-8,azoxystrobin,grape,23,fruit,7,fungicide,strobilurin,fruits,crop (interior),
131860-33-8,azoxystrobin,grape,23,fruit,7.1,fungicide,strobilurin,fruits,crop (interior),
131860-33-8,azoxystrobin,grape,23,fruit,7.6,fungicide,strobilurin,fruits,crop (interior),
131860-33-8,azoxystrobin,grape,23,fruit,7.9,fungicide,strobilurin,fruits,crop (interior),
131860-33-8,azoxystrobin,grape,23,fruit,8.1,fungicide,strobilurin,fruits,crop (interior),
131860-33-8,azoxystrobin,grape,23,fruit,9.1,fungicide,strobilurin,fruits,crop (interior),
131860-33-8,azoxystrobin,grape,23,fruit,15.2,fungicide,strobilurin,fruits,crop (interior),
131860-33-8,azoxystrobin,lettuce,17.1,leaf,4.87,fungicide,strobilurin,leafy crops,crop surface,
131860-33-8,azoxystrobin,lettuce,17.1,leaf,6.23,fungicide,strobilurin,leafy crops,crop surface,
131860-33-8,azoxystrobin,mango,23.4,fruit,1.2,fungicide,strobilurin,fruits,crop (interior),
131860-33-8,azoxystrobin,mango,23.4,fruit,1.25,fungicide,strobilurin,fruits,crop (interior),
131860-33-8,azoxystrobin,orange,21.6,fruit,14,fungicide,strobilurin,fruits,crop (interior),
131860-33-8,azoxystrobin,orange,21.6,fruit,14.1,fungicide,strobilurin,fruits,crop (interior),
131860-33-8,azoxystrobin,passion fruit,24.3,pulp,8,fungicide,strobilurin,fruits,crop (interior),
131860-33-8,azoxystrobin,passion fruit,24.3,fruit,13.8,fungicide,strobilurin,fruits,crop (interior),
131860-33-8,azoxystrobin,peach,23.5,fruit,0.72,fungicide,strobilurin,fruits,crop (interior),
131860-33-8,azoxystrobin,pepper fruit,20.5,fruit,13.54,fungicide,strobilurin,vegetables,crop (interior),
131860-33-8,azoxystrobin,pepper fruit,20.5,fruit,15.21,fungicide,strobilurin,vegetables,crop (interior),x
131860-33-8,azoxystrobin,pomegranate,25.5,fruit,2,fungicide,strobilurin,fruits,crop (interior),
131860-33-8,azoxystrobin,pomegranate,25.5,fruit,3,fungicide,strobilurin,fruits,crop (interior),
131860-33-8,azoxystrobin,pomegranate,25.5,fruit,3.25,fungicide,strobilurin,fruits,crop (interior),
131860-33-8,azoxystrobin,pomegranate,25.5,fruit,3.5,fungicide,strobilurin,fruits,crop (interior),
131860-33-8,azoxystrobin,pomegranate,25.5,fruit,4.25,fungicide,strobilurin,fruits,crop (interior),
131860-33-8,azoxystrobin,pomegranate,25.5,fruit,4.75,fungicide,strobilurin,fruits,crop (interior),
131860-33-8,azoxystrobin,soybean,26.4,total,0.8,fungicide,strobilurin,vegetables,n/a,
131860-33-8,azoxystrobin,soybean,26.4,total,0.9,fungicide,strobilurin,vegetables,n/a,
131860-33-8,azoxystrobin,soybean,26.4,total,1.4,fungicide,strobilurin,vegetables,n/a,
131860-33-8,azoxystrobin,soybean,26.4,total,1.6,fungicide,strobilurin,vegetables,n/a,
131860-33-8,azoxystrobin,soybean,26.4,total,3,fungicide,strobilurin,vegetables,n/a,
131860-33-8,azoxystrobin,soybean,26.4,total,3.7,fungicide,strobilurin,vegetables,n/a,
131860-33-8,azoxystrobin,strawberry,16.8,fruit,7.8,fungicide,strobilurin,fruits,crop (interior),
131860-33-8,azoxystrobin,tomato,25,fruit surface,0.8,fungicide,strobilurin,vegetables,crop surface,
131860-33-8,azoxystrobin,tomato,25,fruit surface,0.9,fungicide,strobilurin,vegetables,crop surface,
131860-33-8,azoxystrobin,tomato,25,fruit surface,1.06,fungicide,strobilurin,vegetables,crop surface,
131860-33-8,azoxystrobin,tomato,25,fruit surface,1.14,fungicide,strobilurin,vegetables,crop surface,
131860-33-8,azoxystrobin,tomato,25,fruit surface,1.5,fungicide,strobilurin,vegetables,crop surface,
131860-33-8,azoxystrobin,tomato,25,fruit surface,1.57,fungicide,strobilurin,vegetables,crop surface,
131860-33-8,azoxystrobin,tomato,25,fruit surface,1.58,fungicide,strobilurin,vegetables,crop surface,
131860-33-8,azoxystrobin,tomato,25,fruit surface,1.93,fungicide,strobilurin,vegetables,crop surface,
131860-33-8,azoxystrobin,tomato,25,fruit surface,2.11,fungicide,strobilurin,vegetables,crop surface,
131860-33-8,azoxystrobin,tomato,25,fruit surface,2.39,fungicide,strobilurin,vegetables,crop surface,
131860-33-8,azoxystrobin,tomato,25,fruit,9.9,fungicide,strobilurin,vegetables,crop (interior),
131860-33-8,azoxystrobin,tomato,25,fruit,14.65,fungicide,strobilurin,vegetables,crop (interior),
71626-11-4,benalaxyl,cucumber,19.6,fruit,1.8,fungicide,acylalanine,vegetables,crop (interior),
71626-11-4,benalaxyl,cucumber,19.6,fruit,2.7,fungicide,acylalanine,vegetables,crop (interior),
71626-11-4,benalaxyl,pepper fruit,20.5,fruit,0.45,fungicide,acylalanine,vegetables,crop (interior),
71626-11-4,benalaxyl,pepper fruit,20.5,fruit,0.63,fungicide,acylalanine,vegetables,crop (interior),
71626-11-4,benalaxyl,sugar beet,17.9,leaf,2.31,fungicide,acylalanine,root crops,crop surface,
71626-11-4,benalaxyl,sugar beet,17.9,leaf,2.52,fungicide,acylalanine,root crops,crop surface,
71626-11-4,benalaxyl,tobacco,26.4,leaf,3.44,fungicide,acylalanine,leafy crops,crop surface,
71626-11-4,benalaxyl,tobacco,26.4,leaf,4.6,fungicide,acylalanine,leafy crops,crop surface,
71626-11-4,benalaxyl,tomato,25,fruit,0.85,fungicide,acylalanine,vegetables,crop (interior),
71626-11-4,benalaxyl,tomato,25,fruit,2.59,fungicide,acylalanine,vegetables,crop (interior),
71626-11-4,benalaxyl,tomato,25,fruit surface,8.3,fungicide,acylalanine,vegetables,crop surface,
22781-23-3,bendiocarb,apple,21.4,flesh,4.2,insecticide,carbamate,fruits,crop (interior),
22781-23-3,bendiocarb,apple,21.4,peel,4.5,insecticide,carbamate,fruits,crop surface,
22781-23-3,bendiocarb,azalea,24.3,leaf,18.3,insecticide,carbamate,ornamentals,crop surface,
22781-23-3,bendiocarb,banana,26.4,flesh,6.1,insecticide,carbamate,fruits,crop (interior),
22781-23-3,bendiocarb,banana,26.4,peel,8,insecticide,carbamate,fruits,crop surface,
22781-23-3,bendiocarb,onion,19.8,skin,4,insecticide,carbamate,root crops,root,
22781-23-3,bendiocarb,onion,19.8,flesh,5.4,insecticide,carbamate,root crops,crop (interior),
22781-23-3,bendiocarb,pear,22.4,flesh,3.9,insecticide,carbamate,fruits,crop (interior),
22781-23-3,bendiocarb,pear,22.4,peel,4.6,insecticide,carbamate,fruits,crop surface,
22781-23-3,bendiocarb,potato,17.1,skin,3.6,insecticide,carbamate,root crops,root,
22781-23-3,bendiocarb,potato,17.1,flesh,4.9,insecticide,carbamate,root crops,crop (interior),
82560-54-1,benfuracarb,eggplant,21.4,fruit,3.9,insecticide,carbamate,vegetables,crop (interior),
82560-54-1,benfuracarb,eggplant,21.4,fruit,4.73,insecticide,carbamate,vegetables,crop (interior),
15310-01-7,benodanil,tobacco,26.4,leaf,3.47,fungicide,anilide,leafy crops,crop surface,
15310-01-7,benodanil,tobacco,26.4,leaf,3.67,fungicide,anilide,leafy crops,crop surface,
15310-01-7,benodanil,tobacco,26.4,leaf,3.69,fungicide,anilide,leafy crops,crop surface,
15310-01-7,benodanil,tobacco,26.4,leaf,3.92,fungicide,anilide,leafy crops,crop surface,
15310-01-7,benodanil,tobacco,26.4,leaf,4.08,fungicide,anilide,leafy crops,crop surface,
15310-01-7,benodanil,tobacco,26.4,total,9,fungicide,anilide,leafy crops,n/a,
15310-01-7,benodanil,tobacco,26.4,total,9.63,fungicide,anilide,leafy crops,n/a,
15310-01-7,benodanil,tobacco,26.4,total,9.9,fungicide,anilide,leafy crops,n/a,
15310-01-7,benodanil,tobacco,26.4,total,10.19,fungicide,anilide,leafy crops,n/a,
17804-35-2,benomyl,apple,21.4,leaf,5.2,fungicide,benzimidazole,fruits,crop surface,
17804-35-2,benomyl,apple,21.4,leaf,5.8,fungicide,benzimidazole,fruits,crop surface,
17804-35-2,benomyl,apple,21.4,leaf,6,fungicide,benzimidazole,fruits,crop surface,
17804-35-2,benomyl,apple,21.4,leaf,7.2,fungicide,benzimidazole,fruits,crop surface,
17804-35-2,benomyl,lettuce,17.1,leaf,1.6,fungicide,benzimidazole,leafy crops,crop surface,
17804-35-2,benomyl,roses,24.3,leaf,1.8,fungicide,benzimidazole,ornamentals,crop surface,
65731-84-2,beta-cypermethrin,apple,21.4,fruit,5.04,insecticide,pyrethroid,fruits,crop (interior),
65731-84-2,beta-cypermethrin,apple,21.4,fruit,6.99,insecticide,pyrethroid,fruits,crop (interior),
65731-84-2,beta-cypermethrin,cabbage,20.2,head,3.7,insecticide,pyrethroid,leafy crops,crop surface,
82657-04-3,bifenthrin,cabbage,20.2,head,7.7,insecticide,pyrethroid,leafy crops,crop surface,
